Waypoint,路線名稱,里程(公里),路線編號,總里程,里程,地標名稱,路線分段,分段第一行,分段第二行,緯度,經度,東距,北距
0K,雪山西稜,0,SM300,520,0,林道起點,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.27931,121.025503,252589,2685957
0.1K,雪山西稜,0.1,SM300,520,1,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.280032,121.025577,252597,2686037
0.2K,雪山西稜,0.2,SM300,520,2,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.280992,121.02578,252617,2686143
0.3K,雪山西稜,0.3,SM300,520,3,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.281917,121.025902,252630,2686245
0.4K,雪山西稜,0.4,SM300,520,4,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.282771,121.02551,252590,2686340
0.5K,雪山西稜,0.5,SM300,520,5,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.283679,121.025158,252554,2686441
0.6K,雪山西稜,0.6,SM300,520,6,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.284419,121.024691,252507,2686523
0.7K,雪山西稜,0.7,SM300,520,7,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.285032,121.025195,252558,2686590
0.8K,雪山西稜,0.8,SM300,520,8,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.28552,121.025934,252633,2686644
0.9K,雪山西稜,0.9,SM300,520,9,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.286131,121.026482,252688,2686712
1.0K,雪山西稜,1,SM300,520,10,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.286877,121.026814,252722,2686795
1.1K,雪山西稜,1.1,SM300,520,11,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.287371,121.027596,252801,2686850
1.2K,雪山西稜,1.2,SM300,520,12,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.28805,121.027617,252804,2686925
1.3K,雪山西稜,1.3,SM300,520,13,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.288646,121.026974,252738,2686991
1.4K,雪山西稜,1.4,SM300,520,14,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.289174,121.026408,252681,2687049
1.5k/1.5K,雪山西稜,1.5,SM300,520,15,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.290114,121.026468,252687,2687153
1.6K,雪山西稜,1.6,SM300,520,16,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.290426,121.025861,252625,2687188
1.7K,雪山西稜,1.7,SM300,520,17,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.290457,121.024951,252533,2687191
1.8K,雪山西稜,1.8,SM300,520,18,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.290754,121.024158,252452,2687224
1.9K,雪山西稜,1.9,SM300,520,19,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.291198,121.023338,252369,2687273
2.0K,雪山西稜,2,SM300,520,20,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.291819,121.02327,252362,2687342
2.1K,雪山西稜,2.1,SM300,520,21,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.292225,121.024104,252447,2687387
2.2K,雪山西稜,2.2,SM300,520,22,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.292461,121.024906,252528,2687413
2.3K,雪山西稜,2.3,SM300,520,23,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.292994,121.025672,252606,2687472
2.4K,雪山西稜,2.4,SM300,520,24,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.293443,121.026444,252684,2687522
2.5K,雪山西稜,2.5,SM300,520,25,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.29384,121.027293,252770,2687566
2.6K,雪山西稜,2.6,SM300,520,26,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.294362,121.02804,252846,2687624
2.7K,雪山西稜,2.7,SM300,520,27,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.294456,121.028991,252943,2687634
2.8K,雪山西稜,2.8,SM300,520,28,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.295084,121.029415,252986,2687704
2.9K,雪山西稜,2.9,SM300,520,29,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.296024,121.029405,252985,2687808
3.0K,雪山西稜,3,SM300,520,30,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.29647,121.030083,253054,2687857
水源/3.1K,雪山西稜,3.1,SM300,520,31,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.296972,121.031116,253158,2687913
3.2K,雪山西稜,3.2,SM300,520,32,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.297573,121.030514,253097,2687979
3.3K,雪山西稜,3.3,SM300,520,33,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.298351,121.030657,253112,2688066
3.4K,雪山西稜,3.4,SM300,520,34,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.299042,121.030566,253103,2688142
3.5K,雪山西稜,3.5,SM300,520,35,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.299531,121.029832,253028,2688196
3.6K,雪山西稜,3.6,SM300,520,36,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.300324,121.029384,252983,2688284
3.7K,雪山西稜,3.7,SM300,520,37,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.300776,121.028772,252920,2688334
3.8K,雪山西稜,3.8,SM300,520,38,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.301105,121.02785,252827,2688371
3.9K,雪山西稜,3.9,SM300,520,39,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.301346,121.027005,252741,2688397
4.0K,雪山西稜,4,SM300,520,40,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.301956,121.026835,252724,2688465
4.1K,雪山西稜,4.1,SM300,520,41,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.302911,121.027294,252770,2688571
4.2K,雪山西稜,4.2,SM300,520,42,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.303643,121.026918,252732,2688652
4.3K,雪山西稜,4.3,SM300,520,43,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.304155,121.026127,252652,2688708
4.4K,雪山西稜,4.4,SM300,520,44,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.304662,121.025256,252564,2688764
4.5K,雪山西稜,4.5,SM300,520,45,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.305445,121.02493,252530,2688851
4.6K,雪山西稜,4.6,SM300,520,46,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.306317,121.025071,252545,2688948
4.7K雪霸界碑,雪山西稜,4.7,SM300,520,47,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.307151,121.024679,252505,2689040
4.8K,雪山西稜,4.8,SM300,520,48,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.30738,121.025593,252598,2689066
4.9K,雪山西稜,4.9,SM300,520,49,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.308141,121.025784,252617,2689150
5.0K,雪山西稜,5,SM300,520,50,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.308857,121.02604,252643,2689229
5.1K,雪山西稜,5.1,SM300,520,51,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.309698,121.025998,252639,2689322
5.2K,雪山西稜,5.2,SM300,520,52,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.31007,121.026873,252728,2689363
5.3K,雪山西稜,5.3,SM300,520,53,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.310248,121.027826,252824,2689383
5.4K,雪山西稜,5.4,SM300,520,54,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.310435,121.028654,252908,2689404
5.5K,雪山西稜,5.5,SM300,520,55,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.310938,121.02941,252985,2689460
5.6K,雪山西稜,5.6,SM300,520,56,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.310468,121.03014,253059,2689408
5.7K,雪山西稜,5.7,SM300,520,57,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.309732,121.0306,253106,2689326
5.8K,雪山西稜,5.8,SM300,520,58,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.309136,121.03115,253162,2689260
5.9K,雪山西稜,5.9,SM300,520,59,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.309722,121.031831,253231,2689325
6.0K,雪山西稜,6,SM300,520,60,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.310544,121.032043,253252,2689416
6.1K,雪山西稜,6.1,SM300,520,61,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.311478,121.032321,253280,2689520
6.2K,雪山西稜,6.2,SM300,520,62,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.311297,121.033016,253351,2689499
6.3K,雪山西稜,6.3,SM300,520,63,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.310373,121.033133,253363,2689397
6.4K,雪山西稜,6.4,SM300,520,64,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.309427,121.033224,253372,2689292
6.5K,雪山西稜,6.5,SM300,520,65,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.308464,121.033194,253369,2689186
6.6K,雪山西稜,6.6,SM300,520,66,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.307598,121.03329,253379,2689090
6.7K,雪山西稜,6.7,SM300,520,67,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.306743,121.033244,253374,2688995
6.8K,雪山西稜,6.8,SM300,520,68,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.306017,121.033643,253415,2688915
6.9K,雪山西稜,6.9,SM300,520,69,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.306148,121.034543,253506,2688929
7.0K,雪山西稜,7,SM300,520,70,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.305531,121.034614,253513,2688861
7.1K,雪山西稜,7.1,SM300,520,71,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.30497,121.035033,253556,2688799
7.2K,雪山西稜,7.2,SM300,520,72,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.304242,121.035503,253604,2688718
7.3K,雪山西稜,7.3,SM300,520,73,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.303457,121.036,253654,2688631
7.4K,雪山西稜,7.4,SM300,520,74,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.303334,121.036608,253716,2688618
7.5K,雪山西稜,7.5,SM300,520,75,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.304055,121.037169,253773,2688698
7.6K,雪山西稜,7.6,SM300,520,76,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.304649,121.037958,253853,2688763
7.7K,雪山西稜,7.7,SM300,520,77,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.30539,121.038534,253911,2688845
7.8K,雪山西稜,7.8,SM300,520,78,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.306214,121.039065,253965,2688937
7.9K,雪山西稜,7.9,SM300,520,79,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.306943,121.039599,254019,2689017
8.0K,雪山西稜,8,SM300,520,80,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.306542,121.040044,254064,2688973
8.1K,雪山西稜,8.1,SM300,520,81,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.305937,121.040267,254087,2688906
8.2K,雪山西稜,8.2,SM300,520,82,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.305521,121.040796,254141,2688860
8.3K,雪山西稜,8.3,SM300,520,83,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.30511,121.041313,254193,2688814
8.4K,雪山西稜,8.4,SM300,520,84,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.304781,121.041892,254252,2688778
8.5K,雪山西稜,8.5,SM300,520,85,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.304262,121.042186,254282,2688721
8.6K,雪山西稜,8.6,SM300,520,86,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.303951,121.042849,254349,2688686
8.7K,雪山西稜,8.7,SM300,520,87,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.303575,121.043403,254405,2688645
8.8K,雪山西稜,8.8,SM300,520,88,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.303033,121.043703,254436,2688585
8.9K,雪山西稜,8.9,SM300,520,89,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.302579,121.044202,254487,2688534
9.0K,雪山西稜,9,SM300,520,90,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.303329,121.045372,254605,2688617
9.1K,雪山西稜,9.1,SM300,520,91,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.30417,121.045629,254631,2688711
9.2K,雪山西稜,9.2,SM300,520,92,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.304558,121.046463,254716,2688754
9.3K,雪山西稜,9.3,SM300,520,93,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.305098,121.047121,254783,2688813
9.4K,雪山西稜,9.4,SM300,520,94,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.305556,121.047608,254832,2688864
9.5k,雪山西稜,9.5,SM300,520,95,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.30567,121.048066,254879,2688877
9.6K,雪山西稜,9.6,SM300,520,96,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.306491,121.048208,254893,2688968
9.7K,雪山西稜,9.7,SM300,520,97,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.307056,121.048924,254966,2689030
9.8K,雪山西稜,9.8,SM300,520,98,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.307494,121.049747,255049,2689079
9.9K,雪山西稜,9.9,SM300,520,99,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.308129,121.050463,255122,2689149
10.0K,雪山西稜,10,SM300,520,100,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.30897,121.050608,255137,2689242
10.1K,雪山西稜,10.1,SM300,520,101,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.309981,121.050355,255111,2689354
10.2K,雪山西稜,10.2,SM300,520,102,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.310533,121.049514,255025,2689415
10.3K,雪山西稜,10.3,SM300,520,103,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.31146,121.049432,255017,2689518
10.4K,雪山西稜,10.4,SM300,520,104,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.312333,121.049773,255052,2689615
10.5k,雪山西稜,10.5,SM300,520,105,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.312725,121.050733,255149,2689658
10.6K,雪山西稜,10.6,SM300,520,106,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.313478,121.051107,255187,2689742
10.7K,雪山西稜,10.7,SM300,520,107,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.314222,121.050871,255163,2689824
10.8K,雪山西稜,10.8,SM300,520,108,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.314968,121.051263,255203,2689907
10.9K,雪山西稜,10.9,SM300,520,109,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.3158,121.051424,255219,2689999
11.0K,雪山西稜,11,SM300,520,110,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.31664,121.051283,255205,2690092
11.1K,雪山西稜,11.1,SM300,520,111,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.317511,121.051703,255247,2690188
11.2K,雪山西稜,11.2,SM300,520,112,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.318389,121.052382,255316,2690286
11.3K,雪山西稜,11.3,SM300,520,113,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.318552,121.053432,255423,2690304
11.4K,雪山西稜,11.4,SM300,520,114,,林道起點-雪山西稜,林道起點(000)➡雙溪前營地(115)⇨,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.317561,121.053996,255480,2690194
11.5K雙溪營地,雪山西稜,11.5,SM300,520,115,雙溪前營地,林道起點-雪山西稜,林道起點(000)⇨雙溪前營地(115)➡,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.317473,121.054562,255538,2690184
11.6K,雪山西稜,11.6,SM300,520,116,,林道起點-雪山西稜,林道起點(000)⇨雙溪前營地(115)➡,廢棄工寮(170)⇨合流山登山口(212)⇨大營地(260),24.318192,121.054787,255560,2690264
